gene_id,average_length
ENSG00000111432.4,1746
ENSG00000125207.6,2586
ENSG00000111450.12,855
ENSG00000132341.10,519
ENSG00000111452.11,2673
ENSG00000061936.8,2934
ENSG00000177169.8,3153
ENSG00000177192.12,1242
ENSG00000184967.5,1551
ENSG00000177084.15,6861
ENSG00000176894.8,588
ENSG00000247077.5,835
ENSG00000090615.11,4093
ENSG00000196387.8,1219.5
ENSG00000256223.4,1722
ENSG00000198033.10,1353
ENSG00000132958.16,1381
ENSG00000196199.12,2583
ENSG00000121743.3,1308
ENSG00000165474.5,681
ENSG00000121742.14,786
ENSG00000172458.4,609
ENSG00000150456.9,645
ENSG00000150457.8,3267
ENSG00000150459.11,519
ENSG00000173141.4,309
ENSG00000165487.12,1305
ENSG00000102678.6,627
ENSG00000102683.7,876
ENSG00000151835.12,13740
ENSG00000127863.14,1128
ENSG00000027001.8,2142
ENSG00000182957.14,2169.6
ENSG00000240654.5,1002
ENSG00000102699.5,5175
ENSG00000132972.17,4872
ENSG00000151849.13,4017
ENSG00000151846.8,1896
ENSG00000165566.12,1837.5
ENSG00000139505.11,1866
ENSG00000139496.14,1744.5
ENSG00000127870.15,2058
ENSG00000132964.10,1395
ENSG00000132970.11,1504.5
ENSG00000132975.7,1005
ENSG00000122026.9,483
ENSG00000122035.6,729
ENSG00000122033.13,837
ENSG00000139517.7,2073
ENSG00000186184.14,352
ENSG00000169840.4,795
ENSG00000139515.5,852
ENSG00000165556.9,942
ENSG00000152520.12,2664
ENSG00000102755.9,2477.25
ENSG00000132963.7,426
ENSG00000139508.13,1389
ENSG00000139514.11,1890
ENSG00000122042.9,354
ENSG00000189403.13,562.5
ENSG00000132952.10,2785.5
ENSG00000132965.8,571.5
ENSG00000102802.8,912
ENSG00000175664.8,870
ENSG00000120694.18,2488.5
ENSG00000187676.7,1497
ENSG00000133105.6,2229
ENSG00000139618.13,10257
ENSG00000139597.15,627
ENSG00000244754.7,1464.857143
ENSG00000133116.7,3039
ENSG00000133121.19,3236.25
ENSG00000133119.11,994.5
ENSG00000180660.7,1080
ENSG00000133083.13,1746
ENSG00000120669.14,978
ENSG00000133104.11,2001
ENSG00000133101.8,1353
ENSG00000180440.3,324
ENSG00000133111.3,819
ENSG00000120693.12,1348.5
ENSG00000120697.7,930
ENSG00000102710.18,2326
ENSG00000133110.13,2384
ENSG00000133107.13,2663
ENSG00000120686.10,285
ENSG00000133115.10,862.5
ENSG00000120685.18,2802
ENSG00000183722.7,603
ENSG00000133103.15,1911
ENSG00000150907.6,1968
ENSG00000102738.7,1188
ENSG00000102743.13,906
ENSG00000120690.12,1824
ENSG00000120688.8,1131
ENSG00000165572.7,2025
ENSG00000120696.8,2055
ENSG00000120662.14,1338
ENSG00000172766.17,1942.5
ENSG00000102780.15,3429
ENSG00000023516.8,5706
ENSG00000120659.13,844.5
ENSG00000179813.5,420
ENSG00000133106.13,1038
ENSG00000120675.5,453
ENSG00000120658.11,1932
ENSG00000151773.11,822
ENSG00000179630.9,1293
ENSG00000102804.13,1407.75
ENSG00000083635.7,1488
ENSG00000133114.16,1023
ENSG00000188342.10,750
ENSG00000180332.6,780
ENSG00000133112.15,510
ENSG00000136152.13,2487
ENSG00000174015.8,1293
ENSG00000123200.15,4904
ENSG00000080618.12,1216.5
ENSG00000136167.12,1884
ENSG00000139684.12,849
ENSG00000102468.9,1171.5
ENSG00000136143.12,1392
ENSG00000136159.3,495
ENSG00000136146.13,744
ENSG00000136156.11,801
ENSG00000139679.14,1035
ENSG00000136161.11,1436.25
ENSG00000152207.6,1041
ENSG00000102531.15,3513
ENSG00000102539.5,1239
ENSG00000102543.13,1545
ENSG00000102547.17,1014
ENSG00000136169.15,2142
ENSG00000136144.10,1596
ENSG00000152213.3,591
ENSG00000123179.12,513
ENSG00000102753.8,1566
ENSG00000123178.13,532.5
ENSG00000204977.8,1228.5
ENSG00000198553.7,754.5
ENSG00000136104.17,838
ENSG00000150510.14,1432
ENSG00000102786.13,1941.75
ENSG00000139668.8,1203
ENSG00000102796.9,826.5
ENSG00000136114.14,2479.5
ENSG00000136100.11,1074
ENSG00000136108.13,1872.75
ENSG00000165416.13,1050
ENSG00000136110.11,1003.5
ENSG00000136099.12,3067.5
ENSG00000102837.6,1533
ENSG00000083544.12,2095.5
ENSG00000280165.1,2856
ENSG00000184226.13,3503.25
ENSG00000150361.10,2155.5
ENSG00000136122.14,1575
ENSG00000083520.13,2685
ENSG00000102554.12,1237.5
ENSG00000118922.15,1209
ENSG00000188243.11,277.5
ENSG00000118939.16,639
ENSG00000136153.18,4325.25
ENSG00000178695.5,978
ENSG00000102805.12,835.5
ENSG00000005812.9,1287
ENSG00000136155.15,2005
ENSG00000139737.20,1259.571429
ENSG00000136160.13,1413
ENSG00000139746.14,2987.25
ENSG00000136158.9,948
ENSG00000178235.7,2091
ENSG00000165300.7,2877
ENSG00000179399.12,1719
ENSG00000183098.9,1668
ENSG00000080166.14,1609.5
ENSG00000088451.9,1053
ENSG00000152749.7,1323
ENSG00000125285.5,831
ENSG00000125257.12,3187.5
ENSG00000134873.8,684
ENSG00000134874.16,2575.5
ENSG00000102580.13,1515
ENSG00000102595.17,4551
ENSG00000185352.8,1416
ENSG00000165621.7,1014
ENSG00000139793.17,1131
ENSG00000125249.6,552
ENSG00000152767.14,2253
ENSG00000102572.13,1289
ENSG00000088386.14,2127
ENSG00000134882.14,982.5
ENSG00000125245.11,996
ENSG00000169508.6,1086
ENSG00000125304.8,1992
ENSG00000139800.8,1920
ENSG00000043355.9,1599
ENSG00000175198.13,2114
ENSG00000125247.14,2134
ENSG00000102452.14,5217
ENSG00000198542.12,1272.75
ENSG00000102466.14,751.5
ENSG00000134900.10,3769.5
ENSG00000151287.15,529
ENSG00000134901.11,1509
ENSG00000134897.12,1179
ENSG00000125255.6,1047
ENSG00000125266.6,1002
ENSG00000174405.12,2635.5
ENSG00000102524.10,829.5
ENSG00000185950.8,4017
ENSG00000187498.13,3285
ENSG00000139832.4,705
ENSG00000213995.10,980.25
ENSG00000134905.15,1695
ENSG00000153487.12,862.5
ENSG00000088448.13,963
ENSG00000102606.16,2178.333333
ENSG00000153495.9,456
ENSG00000182968.4,1176
ENSG00000126216.11,2173
ENSG00000126217.19,3235
ENSG00000057593.12,1295
ENSG00000126218.10,1233
ENSG00000126231.12,1236
ENSG00000126226.20,1252
ENSG00000139842.13,1697.25
ENSG00000139835.12,889.5
ENSG00000153531.11,3150
ENSG00000150403.16,1804.5
ENSG00000198176.11,1233
ENSG00000186009.4,876
ENSG00000130177.13,1768
ENSG00000169062.13,1381.5
ENSG00000198824.5,2439
ENSG00000136319.10,1323
ENSG00000100814.16,834
ENSG00000129566.11,7722
ENSG00000092094.9,1008
ENSG00000100823.10,957
ENSG00000165782.9,844.5
ENSG00000198805.10,870
ENSG00000214274.8,444
ENSG00000258818.3,444
ENSG00000181552.3,444
ENSG00000169413.2,453
ENSG00000129538.12,471
ENSG00000169397.3,483
ENSG00000169385.2,486
ENSG00000165792.16,1404
ENSG00000165794.8,594
ENSG00000165795.19,1080.6
ENSG00000179636.13,513
ENSG00000165804.14,2169
ENSG00000092201.8,3144
ENSG00000129472.11,651
ENSG00000129562.9,342
ENSG00000100439.9,1029
ENSG00000155463.11,1308
ENSG00000155465.17,1536
ENSG00000172590.17,306.6
ENSG00000157227.11,1749
ENSG00000197324.7,1906.5
ENSG00000100462.14,1738.2
ENSG00000092036.15,1024.5
ENSG00000129474.14,991.5
ENSG00000100802.13,1397
ENSG00000100804.17,629
ENSG00000139880.18,2403
ENSG00000100813.13,3228
ENSG00000179933.5,423
ENSG00000092067.5,846
ENSG00000092068.17,1209
ENSG00000129473.8,582
ENSG00000100836.9,783
ENSG00000092096.13,1923
ENSG00000100842.11,1424
ENSG00000166091.18,412.8
ENSG00000197616.10,5820
ENSG00000092054.12,5808
ENSG00000213983.10,2358
ENSG00000092051.15,1887
ENSG00000100867.13,873
ENSG00000157326.17,609
ENSG00000187630.13,456
ENSG00000100884.8,1756.5
ENSG00000129535.11,714
ENSG00000100889.10,1590
ENSG00000100897.16,1602
ENSG00000139914.6,879
ENSG00000092010.13,735
ENSG00000100908.12,516
ENSG00000100911.12,720
ENSG00000213928.7,1191
ENSG00000196497.14,3246
ENSG00000100926.13,1617
ENSG00000139908.13,921
ENSG00000254505.7,669
ENSG00000213920.7,450
ENSG00000129559.11,246
ENSG00000092295.10,2454
ENSG00000157379.12,942
ENSG00000196943.11,1759.5
ENSG00000213906.8,1077
ENSG00000213903.7,1059
ENSG00000129467.12,3234
ENSG00000129465.14,1557
ENSG00000100968.12,2594.25
ENSG00000092009.9,577.5
ENSG00000100448.3,768
ENSG00000100450.11,612
ENSG00000100453.11,726
ENSG00000168952.14,633
ENSG00000139910.18,1174
ENSG00000176165.9,1470
ENSG00000184304.13,2751
ENSG00000092140.13,2052
ENSG00000092108.19,1671
ENSG00000100473.14,1750.5
ENSG00000196792.10,2268
ENSG00000100478.13,443.25
ENSG00000129480.11,507
ENSG00000151320.9,6960
ENSG00000151322.17,2745.75
ENSG00000129521.12,579
ENSG00000165389.6,216
ENSG00000129515.17,1047
ENSG00000165410.13,484
ENSG00000198604.9,4623
ENSG00000100883.10,1429.5
ENSG00000151327.11,676.5
ENSG00000092020.9,1362
ENSG00000100902.9,643
ENSG00000100906.9,954
ENSG00000168348.3,1701
ENSG00000151332.17,972
ENSG00000136352.16,1161
ENSG00000136327.6,720
ENSG00000198807.11,1026
ENSG00000183032.9,898.5
ENSG00000151338.17,1375
ENSG00000129514.5,1419
ENSG00000139874.5,1176
ENSG00000176435.6,1473
ENSG00000100934.13,2298
ENSG00000092208.15,765
ENSG00000182400.13,435
ENSG00000100941.7,2154
ENSG00000150527.15,2472.3
ENSG00000165355.7,1668
ENSG00000165379.12,1780.5
ENSG00000179454.12,1737
ENSG00000198718.11,5242.5
ENSG00000185246.16,2010
ENSG00000100442.9,675
ENSG00000129534.12,3399
ENSG00000213741.7,179
ENSG00000165501.15,843
ENSG00000165502.6,321
ENSG00000168282.5,1344
ENSG00000165506.13,2442
ENSG00000197776.6,1221
ENSG00000165516.9,1221
ENSG00000165525.16,3231
ENSG00000165527.6,528
ENSG00000100483.12,637.5
ENSG00000100485.10,3949.5
ENSG00000087299.10,1392
ENSG00000100490.8,952.5
ENSG00000198513.10,1669.5
ENSG00000151748.13,1152
ENSG00000131969.13,973.5
ENSG00000100505.12,2058
ENSG00000139926.14,1503
ENSG00000087302.7,735
ENSG00000087303.15,4128
ENSG00000168229.3,985.5
ENSG00000125384.6,1077
ENSG00000197930.11,1407
ENSG00000100519.10,1170
ENSG00000198252.10,672
ENSG00000100522.7,555
ENSG00000073712.12,2003
ENSG00000100523.13,2654
ENSG00000125378.14,1227
ENSG00000100526.18,590
ENSG00000100528.10,435
ENSG00000197045.11,429
ENSG00000100532.10,999
ENSG00000131979.17,699
ENSG00000198554.10,3205.5
ENSG00000180008.8,1323
ENSG00000126787.11,2535
ENSG00000139946.8,1263
ENSG00000070269.12,2124
ENSG00000165588.15,882
ENSG00000053770.10,1473
ENSG00000100557.8,930
ENSG00000100567.11,757.5
ENSG00000032219.17,3651
ENSG00000196860.6,459
ENSG00000100575.12,210
ENSG00000165617.13,2455.5
ENSG00000100592.14,3222
ENSG00000181619.11,1485
ENSG00000126790.10,1065
ENSG00000139970.15,1180
ENSG00000100612.12,945
ENSG00000100614.16,1164
ENSG00000179008.7,1764
ENSG00000184302.6,741
ENSG00000126778.8,855
ENSG00000100625.8,2346
ENSG00000020426.9,867
ENSG00000139974.14,1468.5
ENSG00000027075.12,2052
ENSG00000100644.15,2344.5
ENSG00000023608.4,1107
ENSG00000140015.18,2401.5
ENSG00000126785.11,645
ENSG00000154001.12,1323
ENSG00000140006.10,1164
ENSG00000126821.7,1326
ENSG00000054654.14,14351
ENSG00000140009.17,1454.4
ENSG00000100714.14,2851.5
ENSG00000179841.8,1284
ENSG00000089775.10,784.5
ENSG00000126803.9,1920
ENSG00000165807.6,1269
ENSG00000139998.13,589
ENSG00000125952.17,348
ENSG00000033170.15,1483.5
ENSG00000171723.14,2260.5
ENSG00000172717.14,1261.5
ENSG00000072415.7,1977
ENSG00000100554.10,744
ENSG00000134001.11,948
ENSG00000100558.7,1062
ENSG00000198133.7,504
ENSG00000100564.7,565.5
ENSG00000081181.6,1065
ENSG00000100568.9,699
ENSG00000139988.8,951
ENSG00000072121.14,7620
ENSG00000182185.17,1162
ENSG00000185650.9,1017
ENSG00000072110.12,2652
ENSG00000081177.17,1678.5
ENSG00000100632.9,315
ENSG00000029364.10,801
ENSG00000100647.7,912
ENSG00000100652.4,1050
ENSG00000198732.9,1306.5
ENSG00000100678.17,2142.5
ENSG00000133983.13,321
ENSG00000213463.4,438
ENSG00000139985.6,2169
ENSG00000133997.10,705.75
ENSG00000100731.14,6859.5
ENSG00000197555.8,5372
ENSG00000182732.15,1401
ENSG00000119599.15,1363.5
ENSG00000165861.12,1905
ENSG00000080815.17,1398
ENSG00000133961.18,1867.5
ENSG00000187105.7,3081
ENSG00000119673.13,1452
ENSG00000177465.4,1266
ENSG00000176903.4,1062
ENSG00000156030.11,3219
ENSG00000140043.10,855
ENSG00000119725.16,1375.5
ENSG00000156050.7,1944
ENSG00000119723.14,1369.5
ENSG00000187097.11,1255.5
ENSG00000119711.11,1588.5
ENSG00000119614.2,1086
ENSG00000119688.19,1821
ENSG00000133980.4,2109
ENSG00000119681.10,5466
ENSG00000119616.10,579
ENSG00000119689.13,1362
ENSG00000198208.10,1650
ENSG00000119630.12,491
ENSG00000119718.9,1056
ENSG00000119684.14,4326
ENSG00000119640.7,345
ENSG00000119638.11,2834
ENSG00000170348.7,660
ENSG00000170345.8,1143
ENSG00000140044.11,508.5
ENSG00000156127.6,378
ENSG00000119686.8,1273.5
ENSG00000133935.6,423
ENSG00000119699.6,1084.5
ENSG00000119650.11,537
ENSG00000089916.16,1441.5
ENSG00000119715.13,1403
ENSG00000071246.9,1098
ENSG00000013523.8,2013
ENSG00000100565.14,1389
ENSG00000119669.4,2391
ENSG00000198894.6,1200
ENSG00000165553.4,456
ENSG00000009830.10,2253
ENSG00000100577.17,579
ENSG00000151445.14,1408.5
ENSG00000100591.6,1017
ENSG00000100593.16,1297.5
ENSG00000100596.5,1689
ENSG00000119705.8,311
ENSG00000100603.12,1663.5
ENSG00000063761.14,1470
ENSG00000021645.16,2817
ENSG00000165409.14,1294
ENSG00000165417.10,1072.5
ENSG00000071537.12,1645.5
ENSG00000185070.9,1983
ENSG00000054983.15,2009
ENSG00000140030.5,1014
ENSG00000100433.14,1627
ENSG00000042317.15,1752
ENSG00000070778.11,3525
ENSG00000165533.17,1522.5
ENSG00000140025.14,409.2
ENSG00000042088.12,1782
ENSG00000152315.4,1227
ENSG00000119720.16,3495
ENSG00000198668.9,396
ENSG00000100784.8,2077
ENSG00000119714.9,1098
ENSG00000100796.16,2250
ENSG00000165929.11,1377
ENSG00000140092.13,1408.5
ENSG00000100815.11,5940
ENSG00000066427.20,894.6
ENSG00000183648.8,177
ENSG00000165934.11,2349
ENSG00000140090.16,1786
ENSG00000100600.13,1184
ENSG00000066455.11,2196
ENSG00000100604.11,1147.5
ENSG00000100605.15,1026
ENSG00000165943.4,1056
ENSG00000012963.12,1278
ENSG00000133958.12,7853
ENSG00000175785.11,462
ENSG00000140067.6,972
ENSG00000100628.10,1836
ENSG00000089723.8,705
ENSG00000089737.14,2580
ENSG00000165948.9,315
ENSG00000119632.3,393
ENSG00000119698.10,1492.5
ENSG00000140093.8,1335
ENSG00000170099.5,1218
ENSG00000197249.11,1257
ENSG00000165953.8,1245
ENSG00000100665.10,1284
ENSG00000188488.12,1221
ENSG00000133937.4,774
ENSG00000100697.13,5469
ENSG00000165959.10,3009
ENSG00000176438.11,2544
ENSG00000182512.4,474
ENSG00000100721.9,345
ENSG00000168398.6,1176
ENSG00000100739.9,1062
ENSG00000066739.10,6237
ENSG00000140057.7,2172
ENSG00000090060.16,1497
ENSG00000100749.6,1214
ENSG00000127152.16,2578.5
ENSG00000183576.11,1338
ENSG00000182218.8,2088
ENSG00000036530.7,1503
ENSG00000196405.11,1254
ENSG00000168350.7,972
ENSG00000100811.9,1245
ENSG00000140107.10,708
ENSG00000140105.16,1354.5
ENSG00000183092.14,1770.75
ENSG00000185559.12,1042.5
ENSG00000078304.18,1569
ENSG00000197102.9,13941
ENSG00000080824.17,2382
ENSG00000140153.16,1379.625
ENSG00000080823.20,1229
ENSG00000100865.13,498
ENSG00000156381.7,954
ENSG00000089902.9,1458
ENSG00000131323.13,1599
ENSG00000166126.9,1362
ENSG00000198752.8,5097
ENSG00000185215.7,1965
ENSG00000100664.9,1296
ENSG00000166165.11,1182
ENSG00000166170.9,1344
ENSG00000256053.6,558
ENSG00000126215.12,1041
ENSG00000100711.12,732
ENSG00000156411.8,202.5
ENSG00000156414.17,4149
ENSG00000203485.11,2726
ENSG00000185100.9,1438.5
ENSG00000184990.11,430.5
ENSG00000142208.14,1443
ENSG00000166428.11,1531.5
ENSG00000170779.10,726
ENSG00000183484.10,1129.5
ENSG00000184916.7,3660
ENSG00000183828.13,669
ENSG00000185024.14,1542.857143
ENSG00000184887.12,1537.5
ENSG00000182809.9,738
ENSG00000213145.8,234
ENSG00000184986.9,960
ENSG00000179455.7,1524
ENSG00000182636.5,966
ENSG00000185823.3,3471
ENSG00000273173.4,216
ENSG00000128739.19,729
ENSG00000166206.12,1305
ENSG00000104044.14,2481
ENSG00000128731.14,14505
ENSG00000034053.13,2232
ENSG00000185115.4,915
ENSG00000134160.12,3757.5
ENSG00000169926.8,867
ENSG00000169918.8,2791.5
ENSG00000175344.15,1552.5
ENSG00000198826.9,2361
ENSG00000166923.9,493.5
ENSG00000169857.6,1089
ENSG00000184984.9,1599
ENSG00000134153.8,729
ENSG00000182405.5,1758
ENSG00000134152.9,915
ENSG00000128463.11,501
ENSG00000140199.10,3372.6
ENSG00000182117.5,195
ENSG00000175265.16,1810.5
ENSG00000159248.4,966
ENSG00000159251.6,1134
ENSG00000198146.4,2076
ENSG00000134146.10,651
ENSG00000134138.18,1258.5
ENSG00000171262.10,1302
ENSG00000150667.6,1746
ENSG00000166073.7,1502
ENSG00000104081.12,479
ENSG00000156970.11,3153
ENSG00000188549.11,1473
ENSG00000140323.5,4206
ENSG00000128928.7,1227
ENSG00000140320.10,2339
ENSG00000169105.7,1131
ENSG00000128891.14,481.5
ENSG00000166133.16,1546.5
ENSG00000051180.15,962
ENSG00000137824.14,1413
ENSG00000137880.5,255
ENSG00000104129.8,915
ENSG00000166143.8,520.5
ENSG00000166145.13,1566
ENSG00000104140.6,711
ENSG00000104142.9,2922
ENSG00000128965.10,601.5
ENSG00000128908.14,4671
ENSG00000178997.10,1632
ENSG00000187446.10,588
ENSG00000104147.7,690
ENSG00000137806.7,984
ENSG00000137825.9,1386
ENSG00000062524.14,2404
ENSG00000103932.10,4182
ENSG00000092445.10,2605.5
ENSG00000103966.8,1626
ENSG00000166887.14,2644.5
ENSG00000214013.8,1556
ENSG00000092529.21,1701
ENSG00000092531.8,556.5
ENSG00000180979.8,720
ENSG00000137814.8,566
ENSG00000159459.10,5250
ENSG00000166946.12,1083
ENSG00000166947.10,2121
ENSG00000168806.7,2061
ENSG00000140265.11,2559
ENSG00000067369.12,5891.25
ENSG00000237289.8,1254
ENSG00000242866.8,5328
ENSG00000166762.15,1595
ENSG00000167004.11,1518
ENSG00000128886.10,1194
ENSG00000242028.4,366
ENSG00000140259.6,1320
ENSG00000092470.10,1785
ENSG00000171877.18,1380.75
ENSG00000166734.17,1227
ENSG00000137770.12,1401
ENSG00000104131.11,674
ENSG00000104133.13,7171
ENSG00000166710.16,360
ENSG00000185880.11,1010.4
ENSG00000140263.12,1074
ENSG00000140279.11,4647
ENSG00000140274.12,963
ENSG00000140254.11,1174.5
ENSG00000138606.18,1113.5
ENSG00000137860.10,1977
ENSG00000171766.14,1272
ENSG00000171763.16,2062.5
ENSG00000166920.9,252
ENSG00000104154.6,1290
ENSG00000104164.9,526.5
ENSG00000137767.12,1353
ENSG00000188467.9,1503
ENSG00000074803.16,3300
ENSG00000185634.10,1893
ENSG00000140285.8,585
ENSG00000104047.13,915
ENSG00000140284.9,1783.5
ENSG00000140287.9,1939.5
ENSG00000104064.15,1117.5
ENSG00000138592.12,3198
ENSG00000138600.8,1563
ENSG00000137869.12,1512
ENSG00000186417.12,1470
ENSG00000104093.12,8651.25
ENSG00000104112.7,1059
ENSG00000140280.12,511.5
ENSG00000128872.8,1002
ENSG00000138594.11,1059
ENSG00000166477.11,1911
ENSG00000069956.10,2166
ENSG00000137875.4,670.5
ENSG00000069966.17,1125
ENSG00000169856.8,1398
ENSG00000166415.13,1788
ENSG00000137876.8,492
ENSG00000069974.14,666
ENSG00000256061.6,1180
ENSG00000171016.10,1260
ENSG00000069869.14,3579.75
ENSG00000151575.13,1063.5
ENSG00000138587.5,1488
ENSG00000140262.16,1732.2
ENSG00000128849.10,3909
ENSG00000263155.4,1359
ENSG00000128918.13,1440.75
ENSG00000103569.8,790.5
ENSG00000166035.9,1500
ENSG00000137845.13,2247
ENSG00000137776.15,3105
ENSG00000157450.14,2986.5
ENSG00000157456.6,1197
ENSG00000171989.5,1146
ENSG00000140297.11,1317
ENSG00000140307.9,330
ENSG00000140299.10,963
ENSG00000182718.15,1047
ENSG00000128915.10,2050.5
ENSG00000069667.14,1574.25
ENSG00000129003.14,11010
ENSG00000140416.18,820.125
ENSG00000103642.10,1383
ENSG00000166128.11,624
ENSG00000138613.12,712.5
ENSG00000074410.12,983
ENSG00000197361.6,611
ENSG00000035664.10,1290
ENSG00000166797.9,396
ENSG00000157734.12,582
ENSG00000166794.4,651
ENSG00000169118.14,1338
ENSG00000166803.9,267
ENSG00000103671.8,1746
ENSG00000140451.11,2025
ENSG00000241839.8,1398
ENSG00000166839.15,1569
ENSG00000090487.9,886.5
ENSG00000186198.3,387
ENSG00000103710.9,771
ENSG00000090470.13,1458
ENSG00000166855.8,1902
ENSG00000138615.5,3555
ENSG00000138617.13,855
ENSG00000174498.12,2445
ENSG00000103742.10,3753
ENSG00000074603.17,2559.75
ENSG00000138614.13,1479.6
ENSG00000103769.8,559.5
ENSG00000157890.16,3156
ENSG00000166938.11,3040.5
ENSG00000075131.8,906
ENSG00000169032.8,1110
ENSG00000174446.11,252
ENSG00000174444.13,1284
ENSG00000174442.10,1605
ENSG00000188501.10,1444.5
ENSG00000137834.13,1491
ENSG00000166949.14,1020
ENSG00000103599.18,1686
ENSG00000137764.18,1301
ENSG00000129007.13,348
ENSG00000128973.10,984
ENSG00000169018.5,1884
ENSG00000103647.11,1435.5
ENSG00000258484.3,1053
ENSG00000137819.12,993
ENSG00000137818.10,307.5
ENSG00000137831.13,4231.5
ENSG00000166173.10,879
ENSG00000129028.7,774
ENSG00000187720.13,2517
ENSG00000066933.14,7647
ENSG00000166192.13,639
ENSG00000137817.15,1893
ENSG00000213614.8,1606.5
ENSG00000166233.11,1674
ENSG00000140463.12,1302
ENSG00000067141.15,4322
ENSG00000138622.3,3612
ENSG00000156642.15,1017
ENSG00000103855.16,1241
ENSG00000129038.14,1725
ENSG00000067221.12,1045.5
ENSG00000140464.18,1916
ENSG00000167178.14,2238
ENSG00000129009.11,1287
ENSG00000137868.17,1791
ENSG00000138623.8,1822
ENSG00000138629.14,1143
ENSG00000179361.16,1684.5
ENSG00000179335.17,1473
ENSG00000179151.10,1527
ENSG00000140465.12,1495.5
ENSG00000103653.15,1353
ENSG00000140506.15,1581
ENSG00000140497.15,990
ENSG00000178802.16,1111.8
ENSG00000178741.10,453
ENSG00000178718.6,600
ENSG00000138621.10,451.2
ENSG00000167173.17,3144
ENSG00000140365.14,468
ENSG00000140398.12,1173
ENSG00000169375.14,3822
ENSG00000169410.8,1782
ENSG00000169371.12,1083
ENSG00000177971.8,555
ENSG00000173548.8,1725
ENSG00000173546.7,6969
ENSG00000182950.2,825
ENSG00000140367.10,1077
ENSG00000167196.12,1021.5
ENSG00000169752.15,348
ENSG00000169758.11,1596
ENSG00000159556.8,1080
ENSG00000117906.12,981
ENSG00000140391.13,673
ENSG00000140382.13,1044
ENSG00000136425.11,472
ENSG00000166411.12,1101
ENSG00000103740.8,2175
ENSG00000140403.11,1196
ENSG00000140395.7,778.5
ENSG00000166426.7,414
ENSG00000136381.11,1962
ENSG00000041357.14,644.25
ENSG00000169684.12,945
ENSG00000080644.14,1494
ENSG00000117971.10,1096.5
ENSG00000185787.13,923
ENSG00000103811.14,951
ENSG00000058335.14,3022
ENSG00000166557.11,521.25
ENSG00000136371.8,612
ENSG00000140379.7,510
ENSG00000086666.17,609
ENSG00000103876.10,1260
ENSG00000103888.14,4086
ENSG00000140406.3,1089
ENSG00000172349.15,3297
ENSG00000172345.12,642
ENSG00000183496.5,1710
ENSG00000182774.9,408
ENSG00000169612.3,357
ENSG00000064726.8,1303.5
ENSG00000136404.14,900
ENSG00000169594.11,2974.5
ENSG00000140600.15,1056
ENSG00000156218.11,5062.5
ENSG00000176371.12,913
ENSG00000197696.8,415.5
ENSG00000136383.6,5118
ENSG00000156222.10,1310
ENSG00000073417.13,2372
ENSG00000183655.12,1770
ENSG00000140538.15,2229
ENSG00000259494.1,840
ENSG00000181991.14,535.5
ENSG00000181026.14,978
ENSG00000172183.13,516
ENSG00000140511.10,1176
ENSG00000140545.13,1034.4
ENSG00000140526.15,1278
ENSG00000140525.16,3834
ENSG00000140521.10,3720
ENSG00000140519.11,1440
ENSG00000140534.12,5731.5
ENSG00000166819.10,1569
ENSG00000166821.7,697.5
ENSG00000166823.5,807
ENSG00000166825.12,2904
ENSG00000157823.15,582
ENSG00000140548.8,1995
ENSG00000182054.8,1281
ENSG00000185043.9,636
ENSG00000140575.11,4974
ENSG00000197299.9,4057.5
ENSG00000140564.9,2385
ENSG00000182511.10,2277
ENSG00000184508.9,481.5
ENSG00000140553.15,2812.5
ENSG00000184056.13,1813.5
ENSG00000185518.10,1825.5
ENSG00000176463.12,2106
ENSG00000140557.10,1096.5
ENSG00000173575.17,3496.5
ENSG00000185551.11,959
ENSG00000140450.8,1257
ENSG00000140443.12,4102.5
ENSG00000103852.11,1344
ENSG00000168904.13,1021.5
ENSG00000183060.14,751.5
ENSG00000140470.12,3288
ENSG00000154227.12,1152
ENSG00000140471.15,2274
ENSG00000183475.11,891
ENSG00000184254.15,1378.5
ENSG00000131873.5,2409
ENSG00000131876.15,768
ENSG00000184277.11,648
ENSG00000185418.14,2409
ENSG00000161980.5,327
ENSG00000161981.9,372
ENSG00000188536.11,429
ENSG00000206172.7,429
ENSG00000086506.2,429
ENSG00000007392.15,971
ENSG00000167930.14,1659
ENSG00000076344.14,1372
ENSG00000242173.7,678
ENSG00000103126.13,2535
ENSG00000129925.9,2316
ENSG00000103202.11,460
ENSG00000242612.5,879
ENSG00000103326.9,3261
ENSG00000007541.13,2014.5
ENSG00000197562.8,846
ENSG00000127578.6,1647
ENSG00000172366.18,483
ENSG00000140983.12,1858.5
ENSG00000103269.12,1219.5
ENSG00000103266.9,804
ENSG00000127580.14,2373
ENSG00000127585.10,1440
ENSG00000103260.7,882
ENSG00000103254.8,682.5
ENSG00000103245.12,1278
ENSG00000007376.6,629
ENSG00000127588.4,204
ENSG00000005513.9,1341
ENSG00000162009.8,1095
ENSG00000116176.6,966
ENSG00000172236.15,828
ENSG00000095917.12,729
ENSG00000103275.17,477
ENSG00000007516.12,3441.5
ENSG00000007520.3,939
ENSG00000090581.8,918
ENSG00000187535.12,4389
ENSG00000007545.14,3810
ENSG00000206053.11,573
ENSG00000138834.11,4006
ENSG00000103024.6,510
ENSG00000074071.12,667.5
ENSG00000095906.15,726
ENSG00000099769.5,1875
